epoch,bp_output_loss,bp_output_mae,learning_rate,loss,ptt_output_loss,ptt_output_mae,val_bp_output_loss,val_bp_output_mae,val_loss,val_ptt_output_loss,val_ptt_output_mae
13,0.22154588997364044,0.31222882866859436,0.0010000000474974513,0.43957677483558655,0.22186188399791718,0.3193279802799225,0.3989051282405853,0.47637972235679626,0.9011226296424866,0.5044703483581543,0.5663079023361206
14,0.21765536069869995,0.31237462162971497,0.0010000000474974513,0.4347703158855438,0.21947342157363892,0.32090312242507935,0.35127586126327515,0.4383614957332611,0.7804939150810242,0.4319128394126892,0.5132232904434204
15,0.22216548025608063,0.3180076777935028,0.0010000000474974513,0.44508519768714905,0.2224583625793457,0.32504603266716003,0.2554287016391754,0.34124553203582764,0.5068382024765015,0.25380200147628784,0.34574875235557556
16,0.2169201821088791,0.3070002794265747,0.0010000000474974513,0.4289313852787018,0.21959775686264038,0.314036101102829,0.6279457807540894,0.6825266480445862,1.2842633724212646,0.6585493087768555,0.6887343525886536
17,0.19456267356872559,0.2927941679954529,0.0005000000237487257,0.3892224133014679,0.19480466842651367,0.29939475655555725,0.24327054619789124,0.30580055713653564,0.49396446347236633,0.2534007728099823,0.3252887725830078
18,0.18287892639636993,0.2841620147228241,0.0005000000237487257,0.36601078510284424,0.18409833312034607,0.2906695306301117,0.22892038524150848,0.3119352459907532,0.45544856786727905,0.2284286916255951,0.31896260380744934
19,0.18225625157356262,0.28667590022087097,0.0005000000237487257,0.36531704664230347,0.18289506435394287,0.29322731494903564,0.24899688363075256,0.3088977336883545,0.5119289755821228,0.26509377360343933,0.331552118062973
20,0.1853966861963272,0.2849998474121094,0.0005000000237487257,0.36381247639656067,0.18405526876449585,0.2900875210762024,0.23838208615779877,0.32351481914520264,0.4846533238887787,0.2474164366722107,0.34591928124427795
21,0.182095006108284,0.288259357213974,0.0005000000237487257,0.3632148504257202,0.18273481726646423,0.2945670783519745,0.21226118505001068,0.28487178683280945,0.42036986351013184,0.2104003131389618,0.28480616211891174
22,0.1756698340177536,0.2801310420036316,0.0005000000237487257,0.35144031047821045,0.17608307301998138,0.28510189056396484,0.22360314428806305,0.3051362633705139,0.43922102451324463,0.21711644530296326,0.30223265290260315
23,0.17622792720794678,0.27883267402648926,0.0005000000237487257,0.35125869512557983,0.1763814389705658,0.28407567739486694,0.22120673954486847,0.289021760225296,0.44047221541404724,0.2214255928993225,0.2978946268558502
24,0.17907027900218964,0.2807239890098572,0.0005000000237487257,0.35050636529922485,0.17762327194213867,0.2856094241142273,0.2507209777832031,0.3473815619945526,0.5069566965103149,0.2584107518196106,0.3574022650718689
25,0.16777397692203522,0.27489784359931946,0.0005000000237487257,0.3360934257507324,0.16820088028907776,0.28182679414749146,0.2503964304924011,0.34263530373573303,0.4928086996078491,0.2447856366634369,0.3281589150428772
26,0.17568913102149963,0.280946284532547,0.0005000000237487257,0.35160213708877563,0.17547854781150818,0.28690001368522644,0.24757914245128632,0.343018114566803,0.49014049768447876,0.24479417502880096,0.34393903613090515
27,0.15806050598621368,0.26357409358024597,0.0002500000118743628,0.31731241941452026,0.15836097300052643,0.2690052092075348,0.24800145626068115,0.3561437427997589,0.49500373005867004,0.24863199889659882,0.35963624715805054
28,0.1566447764635086,0.26428425312042236,0.0002500000118743628,0.3144036531448364,0.1570277363061905,0.26986998319625854,0.20278531312942505,0.2757684290409088,0.4131149649620056,0.2125769555568695,0.2990080714225769
29,0.15310178697109222,0.2619798481464386,0.0002500000118743628,0.3066554367542267,0.15395215153694153,0.2674255669116974,0.21978318691253662,0.28516045212745667,0.42733991146087646,0.20982015132904053,0.2809986174106598
30,0.15415158867835999,0.26315057277679443,0.0002500000118743628,0.3080280125141144,0.1543048769235611,0.26834970712661743,0.2690243721008301,0.35701799392700195,0.516703724861145,0.24927344918251038,0.34095361828804016
31,0.1524886041879654,0.2627793252468109,0.0002500000118743628,0.3051305413246155,0.15244252979755402,0.26637476682662964,0.19928744435310364,0.2698773741722107,0.3990407884120941,0.2016066461801529,0.28182452917099
32,0.14803509414196014,0.2595006227493286,0.0002500000118743628,0.2950759828090668,0.1471870392560959,0.26408830285072327,0.2132696807384491,0.29190295934677124,0.42270368337631226,0.2113267481327057,0.2975703179836273
33,0.14705511927604675,0.2571951448917389,0.0002500000118743628,0.2948322594165802,0.14841435849666595,0.2637024223804474,0.2284744530916214,0.3027160167694092,0.44691789150238037,0.22096990048885345,0.2988893389701843
34,0.15181124210357666,0.2621288597583771,0.0002500000118743628,0.3043205440044403,0.15209166705608368,0.2661222815513611,0.25468334555625916,0.33426207304000854,0.4887135624885559,0.23664717376232147,0.31524068117141724
35,0.1494588404893875,0.2637806832790375,0.0002500000118743628,0.2993234694004059,0.1497877836227417,0.26862701773643494,0.20712897181510925,0.2810429334640503,0.4084250032901764,0.20341578125953674,0.28178706765174866
36,0.14648862183094025,0.2571728527545929,0.0002500000118743628,0.29391950368881226,0.14719456434249878,0.26135337352752686,0.2031247913837433,0.27510854601860046,0.4060831367969513,0.20468951761722565,0.28298094868659973
37,0.1393354833126068,0.25123003125190735,0.0001250000059371814,0.27930402755737305,0.14020965993404388,0.25636547803878784,0.2121792733669281,0.28794822096824646,0.4147649109363556,0.20481419563293457,0.2809327244758606
38,0.13908201456069946,0.24997545778751373,0.0001250000059371814,0.27755206823349,0.13960829377174377,0.25652173161506653,0.2057485729455948,0.2802072763442993,0.4119839668273926,0.20821452140808105,0.2911452651023865
39,0.1393233835697174,0.25213488936424255,0.0001250000059371814,0.27933788299560547,0.13989846408367157,0.2580049932003021,0.21244610846042633,0.2816881537437439,0.41742703318595886,0.2070029228925705,0.282305508852005
40,0.13788680732250214,0.24940983951091766,0.0001250000059371814,0.27681681513786316,0.13842694461345673,0.2547470033168793,0.20067459344863892,0.27233439683914185,0.3975614607334137,0.19905057549476624,0.27660998702049255
41,0.1356348842382431,0.2470509260892868,0.0001250000059371814,0.26918458938598633,0.13508935272693634,0.25264546275138855,0.2032748907804489,0.2709190547466278,0.40591511130332947,0.20491443574428558,0.28324419260025024
42,0.1366332322359085,0.24854977428913116,0.0001250000059371814,0.2741961181163788,0.13766394555568695,0.2540404796600342,0.21035876870155334,0.2829781770706177,0.4147144556045532,0.20644411444664001,0.28444766998291016
43,0.13322752714157104,0.2465057224035263,0.0001250000059371814,0.26816296577453613,0.13426345586776733,0.2518351674079895,0.20139183104038239,0.2666529715061188,0.3985415995121002,0.19930538535118103,0.27351319789886475
44,0.13436950743198395,0.2495625913143158,0.0001250000059371814,0.2682335078716278,0.1350477933883667,0.2542870044708252,0.21611127257347107,0.301143079996109,0.42763644456863403,0.2137909233570099,0.3046008348464966
45,0.1307831108570099,0.24386410415172577,0.0001250000059371814,0.2620684504508972,0.13186269998550415,0.24951478838920593,0.23211775720119476,0.3183678388595581,0.45750167965888977,0.22705496847629547,0.31649303436279297
46,0.12937520444393158,0.24239929020404816,6.25000029685907e-05,0.25858765840530396,0.1300937980413437,0.24895592033863068,0.20406942069530487,0.2684617340564728,0.4046270251274109,0.20292773842811584,0.2748752534389496
47,0.12889979779720306,0.24343200027942657,6.25000029685907e-05,0.2591538429260254,0.1300409585237503,0.2485342174768448,0.19772756099700928,0.26228639483451843,0.3914918899536133,0.1959272027015686,0.2687886357307434
48,0.12866631150245667,0.24181826412677765,6.25000029685907e-05,0.2569893002510071,0.12841176986694336,0.24702082574367523,0.20870545506477356,0.2747909426689148,0.4134692847728729,0.20717424154281616,0.2800607681274414
49,0.13148513436317444,0.24638620018959045,6.25000029685907e-05,0.2630486786365509,0.13098056614398956,0.2502348721027374,0.20229844748973846,0.27287575602531433,0.3986741602420807,0.1984710991382599,0.2747366428375244
50,0.12814345955848694,0.24147984385490417,6.25000029685907e-05,0.2552155554294586,0.12841834127902985,0.24712933599948883,0.2044094204902649,0.27374646067619324,0.40432965755462646,0.2020547240972519,0.2781311571598053
51,0.13146518170833588,0.24618348479270935,6.25000029685907e-05,0.26287415623664856,0.13100367784500122,0.2502421736717224,0.20028632879257202,0.2675281763076782,0.3972102105617523,0.1990554928779602,0.2750086486339569
52,0.1280980110168457,0.24345803260803223,6.25000029685907e-05,0.253650426864624,0.12890835106372833,0.24710752069950104,0.19943971931934357,0.26411569118499756,0.3939672112464905,0.19675447046756744,0.2694285213947296
53,0.12784713506698608,0.2418457567691803,3.125000148429535e-05,0.25626587867736816,0.12852713465690613,0.2465437948703766,0.1976272612810135,0.26164618134498596,0.3908299207687378,0.19536617398262024,0.2669641971588135
54,0.12716013193130493,0.23861676454544067,3.125000148429535e-05,0.2504042685031891,0.12782157957553864,0.24295148253440857,0.1979675143957138,0.26288852095603943,0.3914531469345093,0.19565287232398987,0.26880311965942383
55,0.1261865496635437,0.2416335940361023,3.125000148429535e-05,0.25289517641067505,0.12637697160243988,0.24527089297771454,0.19945181906223297,0.2658972442150116,0.39452680945396423,0.19720163941383362,0.27108168601989746
56,0.1253722906112671,0.2396993190050125,3.125000148429535e-05,0.24760213494300842,0.12412162870168686,0.2434021532535553,0.2002120465040207,0.2639125883579254,0.3964087665081024,0.19837690889835358,0.269459992647171
57,0.12512564659118652,0.24171586334705353,3.125000148429535e-05,0.2505783438682556,0.12518088519573212,0.2457462102174759,0.19996193051338196,0.2638610303401947,0.39684832096099854,0.1991158127784729,0.27083131670951843
58,0.1234583705663681,0.2409697324037552,3.125000148429535e-05,0.24746432900428772,0.12354027479887009,0.2444922775030136,0.202185720205307,0.265866219997406,0.40186744928359985,0.20187462866306305,0.2733958661556244
59,0.1230529397726059,0.23788057267665863,1.5625000742147677e-05,0.24443791806697845,0.12324444949626923,0.24198660254478455,0.1999373733997345,0.2636241316795349,0.39531058073043823,0.19760076701641083,0.2695198655128479
60,0.12093555927276611,0.23617637157440186,1.5625000742147677e-05,0.24258211255073547,0.12187724560499191,0.2408362478017807,0.20045225322246552,0.263592928647995,0.3967464864253998,0.1985151171684265,0.2697829008102417
61,0.12486433982849121,0.23806658387184143,1.5625000742147677e-05,0.24362963438034058,0.1262572854757309,0.2435189187526703,0.20050197839736938,0.2645798325538635,0.39670389890670776,0.19840316474437714,0.27069076895713806
62,0.11865288764238358,0.2341221570968628,1.5625000742147677e-05,0.23817972838878632,0.12002357095479965,0.23965713381767273,0.19905608892440796,0.26287782192230225,0.3935554027557373,0.19666790962219238,0.26876190304756165
63,0.1279493272304535,0.24134592711925507,1.5625000742147677e-05,0.2561647295951843,0.1282837986946106,0.24629449844360352,0.2007506638765335,0.2661103904247284,0.3961091935634613,0.1975511908531189,0.2701430022716522
